,res_id,name,locality,address,timings,cuisines,average_cost_for_one,aggregate_rating,votes,scope,url,highlights,,,,,,,feature,group
214,3000016,On The Go,Coimbatore,Race Course,11AM to 10:30PM (Mon-Sun),"Italian, North Indian, Desserts",250,4,215,3.900633,https://images.unsplash.com/photo-1485686531765-ba63b07845a7?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA3fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['Delivery', 'Cash', 'Lunch', 'Takeaway Available', 'Credit Card', 'Dinner', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G4
215,3000014,Sree Annapoorna,Coimbatore,RS Puram,11AM to 11PM (Mon-Sun),"South Indian, North Indian, Chinese",200,4.3,225,4.149236,https://images.unsplash.com/photo-1554538693-d854cceb26a9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTA4fHxjYWZlfGVufDB8fDB8fA%3D%3D&auto=format&fit=crop&w=600,"['Credit Card', 'Cash', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Takeaway Available', 'Delivery', 'Lunch', 'Wifi', 'Air Conditioned', 'Digital Payments Accepted', 'Outdoor Seating', 'Desserts and Bakes', 'Pure Veg', 'Indoor Seating', 'Free Wifi']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G3
217,3001321,CakeBee,Coimbatore,Saibaba Colony,"11AM to 11PM (Mon, Wed, Thu, Fri, Sat, Sun), Closed (Tue)","Bakery, Desserts",175,4.9,200,3.80954,https://images.unsplash.com/photo-1414235077428-338989a2e8c0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'Debit Card', 'Delivery', 'Lunch', 'Credit Card', 'Takeaway Available', 'Dinner', 'Digital Payments Accepted', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G2
218,3000996,Yari,Coimbatore,Saibaba Colony,10:30 AM to 11 PM,"North Indian, Chinese, Street Food",250,4.2,221,4.132199,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Wheelchair Accessible']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G4
219,3001065,Cream Stone,Coimbatore,Peelamedu,11 AM to 11 PM (Mon-Sun),"Desserts, Ice Cream",350,4.3,161,3.655501,https://images.unsplash.com/photo-1537047902294-62a40c20a6ae?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Credit Card', 'Lunch', 'Delivery', 'Mall Parking', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned', 'Table Reservation Not Required']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G3
220,3000048,Barbeque Nation,Coimbatore,Town Hall,"12:30pm â€“ 11pm (Mon-Tue),12:30pm â€“ 11:5pm (Wed, Thu, Fri, Sun), 12:29pm â€“ 11:5pm (Sat)","North Indian, European, Mediterranean",100,4.4,505,3.734412,https://images.unsplash.com/photo-1552566626-52f8b828add9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['No Alcohol Available', 'Lunch', 'Cash', 'Takeaway Available', 'Credit Card', 'No Seating Available', 'Dinner', 'Delivery', 'Pure Veg']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G3
221,3500012,The Punjabi Essence Restaurant,Dehradun,Chukkuwala,11 AM to 11 PM,"North Indian, Chinese",350,3.6,102,3.668405,https://images.unsplash.com/photo-1578474846511-04ba529f0b88?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Delivery', 'Lunch', 'Cash', 'No Alcohol Available', 'Dinner', 'Debit Card', 'Credit Card', 'Takeaway Available', 'Free Parking', 'Wifi', 'Axis Bank - Dining Delights', 'Indoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G1
222,3500007,Tirupati Restaurant,Dehradun,Chukkuwala,10:57 AM to 11 PM,"South Indian, North Indian, Chinese",200,3.8,115,3.900556,https://images.unsplash.com/photo-1550966871-3ed3cdb5ed0c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Credit Card', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G2
223,3500017,Anandam,Dehradun,Hathibarkala Salwala,11 AM to 11 PM (Mon-Sun),"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food",250,3.9,141,3.984104,https://images.unsplash.com/photo-1424847651672-bf20a4b0982b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Credit Card', 'No Alcohol Available', 'Mall Parking', 'Cash', 'Dinner', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Digital Payments Accepted', 'Outdoor Seating', 'Self Service', 'Catering Available']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G2
224,3500018,Town Table Restaurant,Dehradun,Hathibarkala Salwala,11 AM to 11 PM,"North Indian, Chinese, Continental",225,3.9,173,3.900724,https://images.unsplash.com/photo-1514933651103-005eec06c04b?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Dinner', 'Cash', 'Lunch', 'Takeaway Available', 'Mall Parking', 'Credit Card', 'Debit Card', 'No Alcohol Available', 'Delivery', 'Self Service', 'Air Conditioned', 'Outdoor Seating', 'Desserts and Bakes', 'Digital Payments Accepted']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G3
225,3500011,Kalsang Friends Corner,Dehradun,Hathibarkala Salwala,10:57 AM to 11 PM,"Chinese, Thai, Tibetan",200,4.2,406,3.900798,https://images.unsplash.com/photo-1502301103665-0b95cc738daf?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=464,"['No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Credit Card', 'Mall Parking', 'Outdoor Seating', 'Digital Payments Accepted', 'Sodexo', 'Air Conditioned', 'Self Service']",,,,,,,"Delivery, Dinner, Cash, Credit Card, Lunch, Takeaway Available,Debit Card, Live Sports Screening",G3
226,18416632,The Great Indian Pub,Dehradun,Jakhan,11 AM to 11:30 PM,North Indian,350,4.9,50,3.693818,https://images.unsplash.com/photo-1551632436-cbf8dd35adfa?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=871,"['Credit Card', 'Lunch', 'Debit Card', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Delivery', 'Dinner', 'Digital Payments Accepted', 'Self Service', 'Air Conditioned', 'Outdoor Seating']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G4
227,18279289,BMG-All Day Dining,Dehradun,Jakhan,11 AM to 11 PM (Mon-Sun),"Chinese, North Indian, Fast Food",250,4.3,63,3.900742,https://images.unsplash.com/photo-1508424757105-b6d5ad9329d0?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Cash', 'Lunch', 'Credit Card', 'Delivery', 'No Alcohol Available', 'Takeaway Available', 'Debit Card', 'Dinner', 'Mall Parking', 'Digital Payments Accepted', 'Outdoor Seating', 'Air Conditioned', 'Self Service']",,,,,,,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Indoor Seating",G4
228,18408585,Punjab Grill,Dehradun,Jakhan,11 AM to 11 PM (Mon-Sun),"Mughlai, North Indian",125,4,98,3.900747,https://images.unsplash.com/photo-1498654896293-37aacf113fd9?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Credit Card', 'Takeaway Available', 'Debit Card', 'Delivery', 'Dinner', 'Cash', 'Lunch', 'Mall Parking', 'Digital Payments Accepted', 'Pure Veg', 'Wheelchair Accessible', 'Indoor Seating', 'Self Service', 'Air Conditioned']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available",G4
229,3500059,TBistro,Dehradun,Karanpur,10:57 AM to 11 PM,"North Indian, Chinese",200,3.8,230,3.752873,https://images.unsplash.com/photo-1585518419759-7fe2e0fbf8a6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=724,"['Dinner', 'Cash', 'Credit Card', 'Mall Parking', 'No Alcohol Available', 'Lunch', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Wheelchair Accessible', 'Sodexo', 'Air Conditioned', 'Self Service']",,,,,,,"Lunch, Delivery,Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card",G1
230,3500081,Y Cafe Restaurant,Dehradun,Karanpur,11 AM to 11 PM,Cafe,225,4,94,3.7741,https://images.unsplash.com/photo-1467003909585-2f8a72700288?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Mall Parking', 'Lunch', 'Dinner', 'Takeaway Available', 'No Alcohol Available', 'Credit Card', 'Delivery', 'Debit Card', 'Cash', 'Self Service', 'Indoor Seating', 'Air Conditioned', 'Sodexo', 'Digital Payments Accepted']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G1
231,17971273,Eddies Patisserie,Dehradun,Krishna Nagar,11 AM to 11 PM,Bakery,100,4.1,64,3.901509,https://images.unsplash.com/photo-1544148103-0773bf10d330?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'Debit Card', 'Delivery', 'Dinner', 'Takeaway Available', 'Lunch', 'Credit Card', 'Mall Parking', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G3
232,3500365,First Gear Cafe,Dehradun,Malsi,11 AM to 11 PM,"Cafe, Chinese",200,3.9,131,3.779001,https://images.unsplash.com/photo-1482049016688-2d3e1b311543?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=410,"['Cash', 'Dinner', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Air Conditioned']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G1
233,3500013,Dunkin Donuts,Dehradun,Jakhan,11 AM to 11 PM (Mon-Sun),"Burger, Desserts",225,3.9,101,3.78089,https://images.unsplash.com/photo-1574936145840-28808d77a0b6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Takeaway Available', 'Cash', 'Dinner', 'Debit Card', 'Lunch', 'No Alcohol Available', 'Mall Parking', 'Credit Card', 'Digital Payments Accepted', 'Outdoor Seating', 'Air Conditioned', 'Self Service', 'Sodexo', 'Pure Veg']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G2
234,3500024,Doon Darbar,Dehradun,Paltan Bazaar,11 AM to 11 PM (Mon-Sun),"North Indian, Mughlai",275,3.9,121,3.788661,https://images.unsplash.com/photo-1586999768265-24af89630739?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Dinner', 'Takeaway Available', 'Debit Card', 'Credit Card', 'Lunch', 'Delivery', 'Cash', 'Mall Parking', 'Self Service', 'Outdoor Seating', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G4
235,3500488,Razzmatazz,Dehradun,Race Course,11 AM to 11 PM (Mon-Sun),Cafe,250,3.9,39,3.566829,https://images.unsplash.com/photo-1471253794676-0f039a6aae9d?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Cash', 'Mall Parking', 'Takeaway Available', 'Dinner', 'Catering Available', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G1
236,3500505,Barbeque Nation,Dehradun,Rajpur,11 AM to 11 PM,"North Indian, Mediterranean, Asian, Chinese",250,4.4,66,3.735889,https://images.unsplash.com/photo-1613274554329-70f997f5789f?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Lunch', 'Credit Card', 'Outdoor Seating', 'Air Conditioned', 'Self Service']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G2
237,3500010,Black Pepper Restaurant,Dehradun,Rajpur,11 AM to 11 PM (Mon-Sun),"North Indian, Chinese",200,4,175,3.749277,https://images.unsplash.com/photo-1522336572468-97b06e8ef143?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=876,"['Dinner', 'Debit Card', 'Mall Parking', 'Cash', 'Takeaway Available', 'Lunch', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G3
238,3500414,Cafe Marigold,Dehradun,Rajpur,11am â€“ 10pm (Mon-Sun),"Cafe, Chinese, Fast Food",175,4.1,104,4.111353,https://images.unsplash.com/photo-1613946069412-38f7f1ff0b65?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['No Alcohol Available', 'Cash', 'Lunch', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Delivery', 'Dinner', 'Indoor Seating', 'Table booking recommended', 'Digital Payments Accepted']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G3
239,18440677,Jalapenos,Dehradun,Rajpur,9:30 AM to 11 PM (Mon-Sun),"Cafe, Mexican",200,4.2,68,4.12017,https://images.unsplash.com/photo-1622115837997-90c89ae689f9?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'Debit Card', 'No Alcohol Available', 'Credit Card', 'Takeaway Available', 'Outdoor Seating', 'Digital Payments Accepted', 'Desserts and Bakes', 'Pure Veg']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G4
240,3500484,Kalsang AMA Cafe,Dehradun,Rajpur,12 Noon to 10 PM,Cafe,175,4.2,89,3.673721,https://images.unsplash.com/photo-1560624052-449f5ddf0c31?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Lunch', 'Delivery', 'Credit Card', 'Digital Payments Accepted', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G2
241,301728,Desire Foods,Faridabad,Badarpur Border Faridabad,12 Noon to 10 PM,"Chinese, Fast Food, Bakery",100,2.9,4,3.952467,https://images.unsplash.com/photo-1587899897387-091ebd01a6b2?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=913,"['Takeaway Available', 'Cash', 'Indoor Seating']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G1
242,5992,Knight Rock,Faridabad,Badarpur Border Faridabad,9:30 AM to 11 PM,"North Indian, Chinese",200,2.8,16,3.957471,https://images.unsplash.com/photo-1599458448510-59aecaea4752?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Cash', 'Delivery', 'Credit Card', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Outdoor Seating', 'Air Conditioned', 'Digital Payments Accepted', 'Desserts and Bakes']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G1
243,301730,Punjab Restaurant,Faridabad,Badarpur Border Faridabad,11am â€“ 11pm (Mon-Sun),North Indian,300,2.8,8,3.900578,https://images.unsplash.com/photo-1560053608-13721e0d69e8?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Dinner', 'Delivery', 'Lunch', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Cash', 'Debit Card', 'Table booking recommended', 'Digital Payments Accepted', 'Indoor Seating', 'Free Parking', 'Air Conditioned']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G4
244,301729,Raju Dhaba,Faridabad,Badarpur Border Faridabad,11am â€“ 11pm (Mon-Sun),North Indian,250,2.9,8,3.656117,https://images.unsplash.com/photo-1606836576983-8b458e75221d?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Credit Card', 'No Alcohol Available', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Cash', 'Delivery', 'Digital Payments Accepted', 'Live Sports Screening', 'Live Music', 'Air Conditioned', 'Wifi', 'Free Parking', 'Valet Parking Available', 'Indoor Seating', 'Table booking recommended']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G3
245,301731,Rakheja Bakery,Faridabad,Badarpur Border Faridabad,1 PM to 11:30 PM (Mon-Sun),Bakery,200,2.8,7,3.982402,https://images.unsplash.com/photo-1570560258879-af7f8e1447ac?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Dinner', 'Takeaway Available', 'Lunch', 'No Alcohol Available', 'Cash', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G2
246,311053,Snax Points,Faridabad,Badarpur Border Faridabad,8:30am â€“ 10:30am (Mon-Sun),"Chinese, North Indian, Fast Food",250,3,4,3.816024,https://images.unsplash.com/photo-1636405189565-4cbc66136815?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Cash', 'Delivery', 'Takeaway Available', 'No Alcohol Available', 'Debit Card', 'Lunch', 'Credit Card', 'Breakfast', 'Dinner', 'Indoor Seating', 'Desserts and Bakes', 'Outdoor Seating', 'Pure Veg', 'Air Conditioned']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G2
247,9299,Aggarwal Sweet Corner,Faridabad,Badarpur Border Faridabad,11am â€“ 11:50pm (Mon-Sun),Mithai,200,0,1,3.819929,https://images.unsplash.com/photo-1642567694541-c11712a88197?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=394,"['Lunch', 'Takeaway Available', 'No Alcohol Available', 'Dinner', 'Cash', 'Outdoor Seating', 'Catering Available', 'Desserts and Bakes', 'Pure Veg']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G1
248,9178,Kashyap Vaishno Dhaba,Faridabad,Badarpur Border Faridabad,11am â€“ 3am (Mon-Sun),North Indian,60,0,3,3.830393,https://images.unsplash.com/photo-1580196515879-2d99ad7fd767?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NjR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Credit Card', 'Dinner', 'Takeaway Available', 'Debit Card', 'Lunch', 'Indoor Seating', 'Digital Payments Accepted']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G1
249,18477319,Total Food Court,Faridabad,Badarpur Border Faridabad,10:30 AM to 10:30 PM (Mon-Sun),"North Indian, Mughlai, Chinese",175,0,3,3.822158,https://images.unsplash.com/photo-1601065700897-d9fa1c093f3e?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'No Alcohol Available', 'Free Parking', 'Digital Payments Accepted', 'Outdoor Seating']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G3
251,304046,Cafe And More,Faridabad,Charmwood Village Faridabad,11 AM to 11 PM,"Fast Food, North Indian",250,2.9,4,3.990818,https://images.unsplash.com/photo-1571168136613-46401b03904e?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Mall Parking', 'Credit Card', 'Lunch', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Air Conditioned', 'Wheelchair Accessible', 'Indoor Seating', 'Kid Friendly']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G3
